path,fname,label,width,height,bytes,md5,dup_group
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/39.jpg,39.jpg,batik-bali,1280,853,229457,fbb302b432582fa2bae06ff0ef533bf3,32
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/4.jpg,4.jpg,batik-bali,242,320,63471,4ba81b9cdf02d66b0841d5a7e469e553,33
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/40.jpg,40.jpg,batik-bali,897,890,211980,20f90db83d851f68f88e7883defbe27a,34
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/41.jpg,41.jpg,batik-bali,1600,1564,591467,ff7e6b7bde80342c7ead0366bbf19174,35
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/42.jpg,42.jpg,batik-bali,626,422,193314,baf4cd67a13c761fc3da6f111e2d5da3,36
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/43.jpg,43.jpg,batik-bali,888,565,281359,b90827665af5541bedc7905f4fcea232,37
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/44.jpg,44.jpg,batik-bali,1719,1719,588168,f7cdbd4046ee378bdfd7119092d50004,38
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/45.jpg,45.jpg,batik-bali,500,333,84407,11a4bd083896cb249156a948ab3fd8d9,39
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/46.jpg,46.jpg,batik-bali,300,300,52179,750c3588057fa83c213074d66bb7326b,40
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/47.jpg,47.jpg,batik-bali,400,300,185227,96d40a417bbf881ee24792c8045b1b67,41
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/48.jpg,48.jpg,batik-bali,1300,957,442122,b0ce04351f0305028101eed0b1f5ab4c,42
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/49.jpg,49.jpg,batik-bali,541,259,46121,a4de6fe6973701edf739e805aeed4156,43
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/5.jpg,5.jpg,batik-bali,894,894,275458,fefaf899e95d8c84f53c9e47e42fb206,44
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/50.jpg,50.jpg,batik-bali,545,409,179826,9b1ee82b9f61e3b155a90a252dd3e01f,45
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/6.jpg,6.jpg,batik-bali,600,800,174162,cfdaeaff49aa9b0ba8e4486d98b43934,46
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/7.jpg,7.jpg,batik-bali,736,1023,216642,9f16fa14d501021192e8b67b171e7ecf,47
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/8.jpg,8.jpg,batik-bali,488,316,313036,d9a34e1f68d4136e769436c00d440fa4,48
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/9.jpg,9.jpg,batik-bali,1936,2592,1341878,f312229afdcbfde2ba707aa7aa635f14,49
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/1.jpg,1.jpg,batik-betawi,800,400,161923,b926efbd5c42014bdf478ccd37666fa1,50
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/10.jpg,10.jpg,batik-betawi,640,1138,298192,4f27a6c5500f19f1b868b7e79462baee,51
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/11.jpg,11.jpg,batik-betawi,730,547,173961,e525517246b6dcb2d8c5b9cad567b0fe,52
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/12.jpg,12.jpg,batik-betawi,793,768,238900,b95c299e176074b27665c1fb11d7c732,53
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/13.jpg,13.jpg,batik-betawi,640,432,94975,5a96bbd12fb94f15be986b19742090d7,54
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/14.jpg,14.jpg,batik-betawi,700,400,47647,1453b4a546ee544125abef8eea86604c,55
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/15.jpg,15.jpg,batik-betawi,400,300,66738,74779b924620e189208755c63230edc4,56
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/16.jpg,16.jpg,batik-betawi,830,556,135989,55e27e96953f9a6cef5a08c2f9649da3,57
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/17.jpg,17.jpg,batik-betawi,600,400,115856,099a148d6eca3f177893aaf41aa51b61,58
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/18.jpg,18.jpg,batik-betawi,768,787,318461,f6044c57c3720d8894c8e7a8a47efd1c,59
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/19.jpg,19.jpg,batik-betawi,259,194,22980,f6abba247dfb4773c86a1867279647a4,60
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/2.jpg,2.jpg,batik-betawi,850,567,217725,c1a5f8e23da2a2db9c32463401955bf2,61
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/20.jpg,20.jpg,batik-betawi,700,522,84512,17f073639fa775194d3f738a8f65d8a2,62
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/21.jpg,21.jpg,batik-betawi,620,354,151658,87a5fc826343a0b8dacd7d4218be0ee0,63
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/22.jpg,22.jpg,batik-betawi,960,720,191673,8e032b684b03568c6584d24fed7cccd9,64
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/23.jpg,23.jpg,batik-betawi,241,185,26169,03456462e9464493cd0ab5758fa0697c,65
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/24.jpg,24.jpg,batik-betawi,600,400,115758,86f30f9c56af939fef98159e58a8f832,66
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/25.jpg,25.jpg,batik-betawi,664,800,124799,baf38658f4f6bee0b1d07c945f0741a9,67
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/26.jpg,26.jpg,batik-betawi,800,450,86000,f40098ae593cf92938fd9ebdfa9017b1,68
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/27.jpg,27.jpg,batik-betawi,2560,1440,4049459,a09f982d8aac17f128a4a5adc6504d11,69
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/28.jpg,28.jpg,batik-betawi,830,556,130372,67661f25e8ad811363fcee1546ae906e,70
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/29.jpg,29.jpg,batik-betawi,700,469,174792,ea1c2cbf1da778ddda5078d183c7942b,71
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/3.jpg,3.jpg,batik-betawi,300,225,24480,2a0b7926822f19dc210c8065aff72c5b,72
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/30.jpg,30.jpg,batik-betawi,1000,1000,123131,7acf09690cd86e9f9e528d0e8f02fa46,73
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/31.jpg,31.jpg,batik-betawi,600,400,43105,b5637e07c5965ea27ba3a2039e657484,74
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/32.jpg,32.jpg,batik-betawi,800,800,81753,de8c1999c6b9f3b5ead4dc6beaa98d16,75
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/33.jpg,33.jpg,batik-betawi,1000,1000,240394,939b60bd071c2a3944572718311792db,4
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/34.jpg,34.jpg,batik-betawi,259,194,20642,58564a13c4f3fe4c673bd3d224abd528,77
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/35.jpg,35.jpg,batik-betawi,275,183,22328,f9f3ed0896eabd9ecf183fcaef0687b2,54
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/36.jpg,36.jpg,batik-betawi,1000,522,200844,40699859f4ca3d20eb1eaf1e4198f6b6,79
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/37.jpg,37.jpg,batik-betawi,1280,934,263563,a2ee87f10897d40b3a18dca4914da988,80
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/38.jpg,38.jpg,batik-betawi,300,259,159489,c55a765c4d739b6e1e3276fca19faf52,81
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/39.jpg,39.jpg,batik-betawi,650,565,71907,dafe88cd515d5f3322ffad3aca28a314,82
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/4.jpg,4.jpg,batik-betawi,448,298,117044,3a4a0b460e5a1ad0887eca7eed7dc4ff,83
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/40.jpg,40.jpg,batik-betawi,750,986,180517,8dede692777ba499c69432f0c30553e2,84
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/41.jpg,41.jpg,batik-betawi,1000,1000,271622,e2b4719c97f466baa7d9695679633104,85
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/42.jpg,42.jpg,batik-betawi,1024,1024,172084,78eb8607c44e8b113eda45569ce1f013,86
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/43.jpg,43.jpg,batik-betawi,1000,1000,236076,d2d8a43fbc3ea6ce2e4d6b1932dfede1,87
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/44.jpg,44.jpg,batik-betawi,240,168,18643,66ea2501ab357e2080405b1811ceb0a5,88
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/45.jpg,45.jpg,batik-betawi,700,466,211253,190eb7877436f6732a1028619620db96,89
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/46.jpg,46.jpg,batik-betawi,1600,1200,552500,9dfbfe4c2d74348cbf8d0fab23f887dd,90
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/47.jpg,47.jpg,batik-betawi,900,675,261260,83295d775f04b2edd5bedf123a98ffc0,91
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/48.jpg,48.jpg,batik-betawi,2536,1572,1773665,ac8bcc45f072f687c5dd1d00cbda9be4,92
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/49.jpg,49.jpg,batik-betawi,596,559,117294,e5eae3f6c318b3352c02b87366f9582a,93
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/5.jpg,5.jpg,batik-betawi,300,200,23711,45bf0b5ac59997416c6cd5381229aedb,55
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/50.jpg,50.jpg,batik-betawi,640,400,123878,8478053f75175ac61593507a802356dc,95
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/6.jpg,6.jpg,batik-betawi,768,850,254134,567ea45186852059b0de37998fcb1b65,96
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/7.jpg,7.jpg,batik-betawi,700,700,127246,f46332341acc9c7ceaba5a0f7eb520d6,97
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/8.jpg,8.jpg,batik-betawi,980,650,196193,95e9f718dac3cbe1b0de134ac9746514,98
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/9.jpg,9.jpg,batik-betawi,600,400,119185,1d012f5e72ae9eef35c8bf9bc092e674,99
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/1.jpg,1.jpg,batik-celup,1040,780,292456,bda018b043eef7b6de1788d56ed5461e,100
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/10.jpg,10.jpg,batik-celup,744,711,166057,c9264e85b0849c97b4421662b618dff2,101
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/11.jpg,11.jpg,batik-celup,465,359,41815,da1594e03ecca1346d1a7938f4b06841,102
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/12.jpg,12.jpg,batik-celup,1502,977,109294,eb9c6c8cbd151c1a4b3475eff320b475,103
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/13.jpg,13.jpg,batik-celup,800,526,119681,8534348190cfc7d331793aac4a3b0669,104
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/14.jpg,14.jpg,batik-celup,1280,768,78843,b9746e8570be6a4462fe8b87ca837d53,105
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/15.jpg,15.jpg,batik-celup,300,225,26992,a0615b325ba742fd150856c56539ebf2,106
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/16.jpg,16.jpg,batik-celup,1600,1200,128458,778b0312f55ade051031793aeb24ceb5,107
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/17.jpg,17.jpg,batik-celup,506,600,84199,726d3aa141001ed667f15e4ba6eb4c46,108
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/18.jpg,18.jpg,batik-celup,580,435,79888,988498996557fcfae36a9d1e6561cace,109
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/19.jpg,19.jpg,batik-celup,320,242,47246,7446d3a03523e474256efc39340c099f,110
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/2.jpg,2.jpg,batik-celup,640,604,196248,36cd2a6f24f45561278849fc9990bae8,111
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/20.jpg,20.jpg,batik-celup,1200,1600,223368,5dfc1473ec94db94cee52f60072c6fb6,112
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/21.jpg,21.jpg,batik-celup,400,550,35952,62715b7d181f94235904d6ee07a27197,114
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/22.jpg,22.jpg,batik-celup,400,550,36607,051267bb9d0bb6737f756f45c067cd3b,114
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/23.jpg,23.jpg,batik-celup,400,550,38066,1a5d043ab96ad8faeab9f3db5dbacd5d,114
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/24.jpg,24.jpg,batik-celup,367,313,27193,be103e41ac237fa4ecb3629febcbe4e4,116
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/25.jpg,25.jpg,batik-celup,924,1416,479805,3badff6253c9647f9e1ff9168f2a72a1,117
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/26.jpg,26.jpg,batik-celup,1280,720,354008,ae3689706bcaf7fba61eb5867ec33747,118
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/27.jpg,27.jpg,batik-celup,638,479,90032,87eb87bd9a1362a9cbd30cbdee49a682,119
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/28.jpg,28.jpg,batik-celup,638,479,63014,1795ce186834d072746ba1f4283ca13c,120
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/29.jpg,29.jpg,batik-celup,400,550,39606,33650d9b4a70c7b709cbd436180a46e7,114
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/3.jpg,3.jpg,batik-celup,1600,1200,475184,e07b01e820ed773aec3fcaf236d20051,122
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/30.jpg,30.jpg,batik-celup,450,300,34358,eec74e06acde82895daea647d92bf68e,123
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/31.jpg,31.jpg,batik-celup,400,550,37812,10aeae5ba2970001239a63394a304fce,124
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/32.jpg,32.jpg,batik-celup,686,514,126341,939c382b044b0b99f53d974e2a3b45aa,125
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/33.jpg,33.jpg,batik-celup,1600,1200,221323,102d005e1297331c97da6451bb195461,126
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/34.jpg,34.jpg,batik-celup,400,550,53096,e812e81f6c5c5f998d95e1915ef9a24c,127
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/35.jpg,35.jpg,batik-celup,1600,1200,343887,d9be54e0d081e32f36a96361bf709c40,128
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/36.jpg,36.jpg,batik-celup,850,850,163925,025a0dfc5eaa04f552f1d0dd0342dac3,129
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/37.jpg,37.jpg,batik-celup,736,985,199840,784cb20fd89f446ada5ca1212417a4dd,130
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/38.jpg,38.jpg,batik-celup,2400,3760,1055680,dc2c041613e0c33c32f7520a7079ba8a,131
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/39.jpg,39.jpg,batik-celup,1600,1200,184565,8c7a98b96aa32e2148956870687be524,132
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/4.jpg,4.jpg,batik-celup,570,595,133712,2260c14d5953d09e88e59b1123e5e766,133
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/40.jpg,40.jpg,batik-celup,481,265,37222,c1a2485b0a063d5b27b89b6c18146a47,134
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/41.jpg,41.jpg,batik-celup,480,360,32466,e45bd4b6f8a1386878598c3ce578fab5,135
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/42.jpg,42.jpg,batik-celup,320,214,19600,6edcb7cb22607487b78e65ba7c6278f6,136
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/43.jpg,43.jpg,batik-celup,315,341,20776,5a58de01ed04e913ad8b29c0b662adb7,137
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/44.jpg,44.jpg,batik-celup,735,497,120219,e022da78992e61a37a7e00ee5a8ea6d0,138
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/45.jpg,45.jpg,batik-celup,400,300,60884,dcd93870b9e6d3f08767df82df093582,139
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/46.jpg,46.jpg,batik-celup,1200,1600,180795,28122363e775cf2399170ec2ef84001b,140
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/47.jpg,47.jpg,batik-celup,1441,1457,299056,d6f45bd2f5ae85cc11f205829685c905,141
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/48.jpg,48.jpg,batik-celup,500,375,43257,f2eac04965aa1f661e20740606e90cdf,142
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/49.jpg,49.jpg,batik-celup,400,400,42479,f8e24b795e90530a634e37a651eeb37a,143
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/5.jpg,5.jpg,batik-celup,429,356,33874,bb0a9c0ff3496b49ac8a28fa2c49ef05,144
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/50.jpg,50.jpg,batik-celup,600,315,40706,eba4397389a225d94970c1342df21cf3,145
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/6.jpg,6.jpg,batik-celup,650,362,41521,a6999ac539310074b9b8ab6a7e59924e,146
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/7.jpg,7.jpg,batik-celup,1200,630,171336,cacc120e5c01aa2f0854cad113f63b88,147
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/8.jpg,8.jpg,batik-celup,569,400,159401,b406889a56c238d1b19f8174d50a44f5,148
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/9.jpg,9.jpg,batik-celup,1280,720,47430,f67ea4bd6cd32d7e455ddf0851eaea14,149
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/1.jpg,1.jpg,batik-cendrawasih,1278,720,416748,495208b8ffd4189720368f8c89776c7e,150
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/10.jpg,10.jpg,batik-cendrawasih,300,227,30078,131fa9c1e9dbbf878c437c91864876a0,151
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/11.jpg,11.jpg,batik-cendrawasih,700,393,99672,a0b02bb160e5b8edb083da6ca0dca9d0,152
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/12.jpg,12.jpg,batik-cendrawasih,639,479,101280,d2d353f4b2c6c433c0761df1df512ad8,153
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/13.jpg,13.jpg,batik-cendrawasih,300,300,38976,bdf92eba329f291df0d50ad87176bfd6,154
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/14.jpg,14.jpg,batik-cendrawasih,1000,1000,192467,c88c25d4f4947f7688bba26b652fdaa8,155
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/15.jpg,15.jpg,batik-cendrawasih,320,360,50223,4403045b61a7687c87d628dc85423351,156
