path,fname,label,width,height,bytes,md5,classnum,instnum,motif,rotation,instance_id
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 3_rotate_270.jpg,1 Sekar Kemuning 3_rotate_270.jpg,1 Sekar Kemuning,512,512,55603,6daf80f805181a5a9bc2d0d9de544b75,1,3,Sekar Kemuning,270,1|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 3_rotate_90.jpg,1 Sekar Kemuning 3_rotate_90.jpg,1 Sekar Kemuning,512,512,55745,2824065109248a795fb61d9a2fd838f1,1,3,Sekar Kemuning,90,1|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4.jpg,1 Sekar Kemuning 4.jpg,1 Sekar Kemuning,512,512,61576,45d5ba62893de05123c260078d5d50a1,1,4,Sekar Kemuning,0,1|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4_rotate_180.jpg,1 Sekar Kemuning 4_rotate_180.jpg,1 Sekar Kemuning,512,512,60981,f8c38b32fa9fa50aae9eb7697e5ef262,1,4,Sekar Kemuning,180,1|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4_rotate_270.jpg,1 Sekar Kemuning 4_rotate_270.jpg,1 Sekar Kemuning,512,512,55652,e5d9387307b146cf0c665a0d702dae3c,1,4,Sekar Kemuning,270,1|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4_rotate_90.jpg,1 Sekar Kemuning 4_rotate_90.jpg,1 Sekar Kemuning,512,512,55556,b9f4dcea77ea618f6a57fb7927709e05,1,4,Sekar Kemuning,90,1|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1.jpg,10 Sekar Ketongkeng 1.jpg,10 Sekar Ketongkeng,512,512,63434,d0d658c7cdb9e80782e685bbf8ca16cf,10,1,Sekar Ketongkeng,0,10|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1_rotate_180.jpg,10 Sekar Ketongkeng 1_rotate_180.jpg,10 Sekar Ketongkeng,512,512,63306,cca5452aadabe2b84d80e15b808f2d60,10,1,Sekar Ketongkeng,180,10|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1_rotate_270.jpg,10 Sekar Ketongkeng 1_rotate_270.jpg,10 Sekar Ketongkeng,512,512,56799,344d8efe23a0d83361855ae4a7946d67,10,1,Sekar Ketongkeng,270,10|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1_rotate_90.jpg,10 Sekar Ketongkeng 1_rotate_90.jpg,10 Sekar Ketongkeng,512,512,56535,9c04907e5e840c687069666e3548af74,10,1,Sekar Ketongkeng,90,10|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2.jpg,10 Sekar Ketongkeng 2.jpg,10 Sekar Ketongkeng,512,512,61155,67f816128ad6aec8530007d5b1c25b4a,10,2,Sekar Ketongkeng,0,10|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2_rotate_180.jpg,10 Sekar Ketongkeng 2_rotate_180.jpg,10 Sekar Ketongkeng,512,512,60852,89e5581893b5f331aafb8b3679e3ee24,10,2,Sekar Ketongkeng,180,10|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2_rotate_270.jpg,10 Sekar Ketongkeng 2_rotate_270.jpg,10 Sekar Ketongkeng,512,512,58290,68450b4d2463f007b5e725e82005874e,10,2,Sekar Ketongkeng,270,10|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2_rotate_90.jpg,10 Sekar Ketongkeng 2_rotate_90.jpg,10 Sekar Ketongkeng,512,512,59011,ea6fc726a75422b7fa72aa9f249ce71a,10,2,Sekar Ketongkeng,90,10|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3.jpg,10 Sekar Ketongkeng 3.jpg,10 Sekar Ketongkeng,512,512,65101,2643f62ac03058e0085c8c8486e7b830,10,3,Sekar Ketongkeng,0,10|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3_rotate_180.jpg,10 Sekar Ketongkeng 3_rotate_180.jpg,10 Sekar Ketongkeng,512,512,65203,6b9ff86fbd1008d3bbe3c3b79e513e0b,10,3,Sekar Ketongkeng,180,10|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3_rotate_270.jpg,10 Sekar Ketongkeng 3_rotate_270.jpg,10 Sekar Ketongkeng,512,512,58496,5911c1ba78558c08f7973d0ccd0baa0b,10,3,Sekar Ketongkeng,270,10|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3_rotate_90.jpg,10 Sekar Ketongkeng 3_rotate_90.jpg,10 Sekar Ketongkeng,512,512,59136,584dc070940efdb17ca0d42938b05498,10,3,Sekar Ketongkeng,90,10|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4.jpg,10 Sekar Ketongkeng 4.jpg,10 Sekar Ketongkeng,512,512,64345,9983b50e38cc05e1e76946b90741dd87,10,4,Sekar Ketongkeng,0,10|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4_rotate_180.jpg,10 Sekar Ketongkeng 4_rotate_180.jpg,10 Sekar Ketongkeng,512,512,64750,68d169675a86d417adcdc57749148605,10,4,Sekar Ketongkeng,180,10|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4_rotate_270.jpg,10 Sekar Ketongkeng 4_rotate_270.jpg,10 Sekar Ketongkeng,512,512,56660,ec941deb1ce9c92600488cefd0e813d7,10,4,Sekar Ketongkeng,270,10|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4_rotate_90.jpg,10 Sekar Ketongkeng 4_rotate_90.jpg,10 Sekar Ketongkeng,512,512,56725,10c11ab6b5d40a2a8c52a61c44c844e4,10,4,Sekar Ketongkeng,90,10|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1.jpg,11 Brendhi 1.jpg,11 Brendhi,512,512,64135,5c7c1945349c66a9badc2c9cede7499d,11,1,Brendhi,0,11|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1_rotate_180.jpg,11 Brendhi 1_rotate_180.jpg,11 Brendhi,512,512,63873,fe974156d614de8d40446c231ae9461a,11,1,Brendhi,180,11|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1_rotate_270.jpg,11 Brendhi 1_rotate_270.jpg,11 Brendhi,512,512,58595,ca206586d87873c5fb0078aec4438be5,11,1,Brendhi,270,11|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1_rotate_90.jpg,11 Brendhi 1_rotate_90.jpg,11 Brendhi,512,512,58542,4a3708fad3704381112effc3bf2b15ff,11,1,Brendhi,90,11|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2.jpg,11 Brendhi 2.jpg,11 Brendhi,512,512,62469,bc894049a7fe5f8f00048903121ca26b,11,2,Brendhi,0,11|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2_rotate_180.jpg,11 Brendhi 2_rotate_180.jpg,11 Brendhi,512,512,62503,c4a93cd22bf9178baaeb99c316bbe89d,11,2,Brendhi,180,11|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2_rotate_270.jpg,11 Brendhi 2_rotate_270.jpg,11 Brendhi,512,512,56880,deac310379c35402c8516382d680e121,11,2,Brendhi,270,11|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2_rotate_90.jpg,11 Brendhi 2_rotate_90.jpg,11 Brendhi,512,512,57048,9e613f120238686064d526841b382e69,11,2,Brendhi,90,11|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3.jpg,11 Brendhi 3.jpg,11 Brendhi,512,512,63720,fee6138db0d7c70c91c6c7d3becd6cd6,11,3,Brendhi,0,11|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3_rotate_180.jpg,11 Brendhi 3_rotate_180.jpg,11 Brendhi,512,512,63539,14a2e0bef4b5ea80b296dcd7aaf33c32,11,3,Brendhi,180,11|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3_rotate_270.jpg,11 Brendhi 3_rotate_270.jpg,11 Brendhi,512,512,62541,8eba4130c53ede65db7b62edeedef6e8,11,3,Brendhi,270,11|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3_rotate_90.jpg,11 Brendhi 3_rotate_90.jpg,11 Brendhi,512,512,62523,d8f8a335c3062174eac00d65717a331a,11,3,Brendhi,90,11|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4.jpg,11 Brendhi 4.jpg,11 Brendhi,512,512,63308,d711d19ba5bc74759437e6b34b658940,11,4,Brendhi,0,11|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4_rotate_180.jpg,11 Brendhi 4_rotate_180.jpg,11 Brendhi,512,512,63138,e4aa36f82313e747d461ece0ea7a80e0,11,4,Brendhi,180,11|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4_rotate_270.jpg,11 Brendhi 4_rotate_270.jpg,11 Brendhi,512,512,57136,23a58fbe97ced7780a28ba7984edb6e7,11,4,Brendhi,270,11|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4_rotate_90.jpg,11 Brendhi 4_rotate_90.jpg,11 Brendhi,512,512,56940,a11336959d10daaff2b5a51372117e7b,11,4,Brendhi,90,11|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1.jpg,12 Cakar Ayam 1.jpg,12 Cakar Ayam,512,512,77798,7c9490e450110eb1bf04c2188bf9a114,12,1,Cakar Ayam,0,12|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1_rotate_180.jpg,12 Cakar Ayam 1_rotate_180.jpg,12 Cakar Ayam,512,512,77853,e8a6592770c0ffdbdeb9a756e742298f,12,1,Cakar Ayam,180,12|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1_rotate_270.jpg,12 Cakar Ayam 1_rotate_270.jpg,12 Cakar Ayam,512,512,71355,148315656c6e944720aa68aa7d656557,12,1,Cakar Ayam,270,12|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1_rotate_90.jpg,12 Cakar Ayam 1_rotate_90.jpg,12 Cakar Ayam,512,512,71700,0f4d3073f3bbfc677ec2ffe1975c57cc,12,1,Cakar Ayam,90,12|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2.jpg,12 Cakar Ayam 2.jpg,12 Cakar Ayam,512,512,75694,c5f5a096bab29ee0db53b23e850d1a6c,12,2,Cakar Ayam,0,12|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2_rotate_180.jpg,12 Cakar Ayam 2_rotate_180.jpg,12 Cakar Ayam,512,512,75059,454ec6d071a0617d3fab7457a085d228,12,2,Cakar Ayam,180,12|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2_rotate_270.jpg,12 Cakar Ayam 2_rotate_270.jpg,12 Cakar Ayam,512,512,72435,7b49c0f76257614f63bd7b92f75297a6,12,2,Cakar Ayam,270,12|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2_rotate_90.jpg,12 Cakar Ayam 2_rotate_90.jpg,12 Cakar Ayam,512,512,72000,e4f65c3ac1a32f368303a235705f60ef,12,2,Cakar Ayam,90,12|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3.jpg,12 Cakar Ayam 3.jpg,12 Cakar Ayam,512,512,77759,41155dbfb17331026a052fa3fd929267,12,3,Cakar Ayam,0,12|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3_rotate_180.jpg,12 Cakar Ayam 3_rotate_180.jpg,12 Cakar Ayam,512,512,77443,0b0a903ba7640dc251f6508ebaeba1b1,12,3,Cakar Ayam,180,12|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3_rotate_270.jpg,12 Cakar Ayam 3_rotate_270.jpg,12 Cakar Ayam,512,512,71336,9b79cbcb256fff216cb3c8f99136ab66,12,3,Cakar Ayam,270,12|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3_rotate_90.jpg,12 Cakar Ayam 3_rotate_90.jpg,12 Cakar Ayam,512,512,71459,ca213e89f7b0e009a2c6fbb86300afab,12,3,Cakar Ayam,90,12|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4.jpg,12 Cakar Ayam 4.jpg,12 Cakar Ayam,512,512,76564,be1eeb41c975841f71ff07e4625f7b9a,12,4,Cakar Ayam,0,12|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4_rotate_180.jpg,12 Cakar Ayam 4_rotate_180.jpg,12 Cakar Ayam,512,512,76674,526d88d1aa36f13dfd1baad78941597b,12,4,Cakar Ayam,180,12|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4_rotate_270.jpg,12 Cakar Ayam 4_rotate_270.jpg,12 Cakar Ayam,512,512,74753,6bd19f439a6aa11190c830d81d89bb3b,12,4,Cakar Ayam,270,12|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4_rotate_90.jpg,12 Cakar Ayam 4_rotate_90.jpg,12 Cakar Ayam,512,512,74741,b358a4783f8923ef68e70e4628a82386,12,4,Cakar Ayam,90,12|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1.jpg,13 Sekar Menur 1.jpg,13 Sekar Menur,512,512,69768,279caabd22e743145ed0c1efd9384c74,13,1,Sekar Menur,0,13|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1_rotate_180.jpg,13 Sekar Menur 1_rotate_180.jpg,13 Sekar Menur,512,512,69246,2877ff0887ae3025852d622b560312cc,13,1,Sekar Menur,180,13|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1_rotate_270.jpg,13 Sekar Menur 1_rotate_270.jpg,13 Sekar Menur,512,512,68396,90414b82c0b4011e20d6ae6d1bd2a500,13,1,Sekar Menur,270,13|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1_rotate_90.jpg,13 Sekar Menur 1_rotate_90.jpg,13 Sekar Menur,512,512,68436,5ef461a749e45631ba118c8b8bbf2e95,13,1,Sekar Menur,90,13|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2.jpg,13 Sekar Menur 2.jpg,13 Sekar Menur,512,512,67584,69a6d0b56cacdd1cfd737b0b8accbd2b,13,2,Sekar Menur,0,13|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2_rotate_180.jpg,13 Sekar Menur 2_rotate_180.jpg,13 Sekar Menur,512,512,67752,f49be9856e84cbac05682000e93f928d,13,2,Sekar Menur,180,13|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2_rotate_270.jpg,13 Sekar Menur 2_rotate_270.jpg,13 Sekar Menur,512,512,60286,deb7be5f47e69f92ed3d415be5fc7f04,13,2,Sekar Menur,270,13|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2_rotate_90.jpg,13 Sekar Menur 2_rotate_90.jpg,13 Sekar Menur,512,512,60144,3fc284f7af56efe14c27a40da43b0a7f,13,2,Sekar Menur,90,13|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3.jpg,13 Sekar Menur 3.jpg,13 Sekar Menur,512,512,64807,efc68dace2e4399d161ff983407d2155,13,3,Sekar Menur,0,13|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3_rotate_180.jpg,13 Sekar Menur 3_rotate_180.jpg,13 Sekar Menur,512,512,64305,814bfeead4f8526142b43401a3d62176,13,3,Sekar Menur,180,13|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3_rotate_270.jpg,13 Sekar Menur 3_rotate_270.jpg,13 Sekar Menur,512,512,58173,048cc8aae597aca3860c16a74b1fabad,13,3,Sekar Menur,270,13|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3_rotate_90.jpg,13 Sekar Menur 3_rotate_90.jpg,13 Sekar Menur,512,512,58452,3b9eecf7fd2e82d20052d0fa590aff45,13,3,Sekar Menur,90,13|3
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4.jpg,13 Sekar Menur 4.jpg,13 Sekar Menur,512,512,62746,6edb912b5f6751eb3973483ebd39ecbf,13,4,Sekar Menur,0,13|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4_rotate_180.jpg,13 Sekar Menur 4_rotate_180.jpg,13 Sekar Menur,512,512,62575,d7176ea45c56d71e5bd93fffd04a9caa,13,4,Sekar Menur,180,13|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4_rotate_270.jpg,13 Sekar Menur 4_rotate_270.jpg,13 Sekar Menur,512,512,61859,b8c57504c5b586702a49a8cd83e114d1,13,4,Sekar Menur,270,13|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4_rotate_90.jpg,13 Sekar Menur 4_rotate_90.jpg,13 Sekar Menur,512,512,62015,f762dfe9fdf304e6f0e11f3336407e74,13,4,Sekar Menur,90,13|4
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1.jpg,14 Sekar Tebu 1.jpg,14 Sekar Tebu,512,512,66711,6ffb0cd967e537a3f7756abdb37d82e7,14,1,Sekar Tebu,0,14|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1_rotate_180.jpg,14 Sekar Tebu 1_rotate_180.jpg,14 Sekar Tebu,512,512,66501,90dcaf79bb0e04811ace7c1bc7de172e,14,1,Sekar Tebu,180,14|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1_rotate_270.jpg,14 Sekar Tebu 1_rotate_270.jpg,14 Sekar Tebu,512,512,61513,ca4894ffdc17c1e0765f9394adf30f14,14,1,Sekar Tebu,270,14|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1_rotate_90.jpg,14 Sekar Tebu 1_rotate_90.jpg,14 Sekar Tebu,512,512,61657,fc86f751ee6239b44d7439e2179b5275,14,1,Sekar Tebu,90,14|1
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 2.jpg,14 Sekar Tebu 2.jpg,14 Sekar Tebu,512,512,65293,a9023e7b5f8d76a9f4430da872fe553a,14,2,Sekar Tebu,0,14|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 2_rotate_180.jpg,14 Sekar Tebu 2_rotate_180.jpg,14 Sekar Tebu,512,512,65733,c0c394d7faa9008703f9a702f93d2f04,14,2,Sekar Tebu,180,14|2
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 2_rotate_270.jpg,14 Sekar Tebu 2_rotate_270.jpg,14 Sekar Tebu,512,512,60767,f285c41aa767e8b7c6767671696d03f5,14,2,Sekar Tebu,270,14|2
