path,fname,label,dup_group,seed,split
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/45.jpg,45.jpg,batik-bali,39,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/46.jpg,46.jpg,batik-bali,40,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/47.jpg,47.jpg,batik-bali,41,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/48.jpg,48.jpg,batik-bali,42,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/49.jpg,49.jpg,batik-bali,43,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/5.jpg,5.jpg,batik-bali,44,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/50.jpg,50.jpg,batik-bali,45,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/6.jpg,6.jpg,batik-bali,46,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/7.jpg,7.jpg,batik-bali,47,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/8.jpg,8.jpg,batik-bali,48,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-bali/9.jpg,9.jpg,batik-bali,49,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/1.jpg,1.jpg,batik-betawi,50,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/10.jpg,10.jpg,batik-betawi,51,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/11.jpg,11.jpg,batik-betawi,52,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/12.jpg,12.jpg,batik-betawi,53,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/13.jpg,13.jpg,batik-betawi,54,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/14.jpg,14.jpg,batik-betawi,55,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/15.jpg,15.jpg,batik-betawi,56,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/16.jpg,16.jpg,batik-betawi,57,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/17.jpg,17.jpg,batik-betawi,58,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/18.jpg,18.jpg,batik-betawi,59,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/19.jpg,19.jpg,batik-betawi,60,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/2.jpg,2.jpg,batik-betawi,61,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/20.jpg,20.jpg,batik-betawi,62,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/21.jpg,21.jpg,batik-betawi,63,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/22.jpg,22.jpg,batik-betawi,64,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/23.jpg,23.jpg,batik-betawi,65,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/24.jpg,24.jpg,batik-betawi,66,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/25.jpg,25.jpg,batik-betawi,67,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/26.jpg,26.jpg,batik-betawi,68,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/27.jpg,27.jpg,batik-betawi,69,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/28.jpg,28.jpg,batik-betawi,70,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/29.jpg,29.jpg,batik-betawi,71,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/3.jpg,3.jpg,batik-betawi,72,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/30.jpg,30.jpg,batik-betawi,73,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/31.jpg,31.jpg,batik-betawi,74,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/32.jpg,32.jpg,batik-betawi,75,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/33.jpg,33.jpg,batik-betawi,4,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/34.jpg,34.jpg,batik-betawi,77,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/35.jpg,35.jpg,batik-betawi,54,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/36.jpg,36.jpg,batik-betawi,79,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/37.jpg,37.jpg,batik-betawi,80,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/38.jpg,38.jpg,batik-betawi,81,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/39.jpg,39.jpg,batik-betawi,82,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/4.jpg,4.jpg,batik-betawi,83,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/40.jpg,40.jpg,batik-betawi,84,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/41.jpg,41.jpg,batik-betawi,85,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/42.jpg,42.jpg,batik-betawi,86,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/43.jpg,43.jpg,batik-betawi,87,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/44.jpg,44.jpg,batik-betawi,88,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/45.jpg,45.jpg,batik-betawi,89,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/46.jpg,46.jpg,batik-betawi,90,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/47.jpg,47.jpg,batik-betawi,91,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/48.jpg,48.jpg,batik-betawi,92,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/49.jpg,49.jpg,batik-betawi,93,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/5.jpg,5.jpg,batik-betawi,55,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/50.jpg,50.jpg,batik-betawi,95,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/6.jpg,6.jpg,batik-betawi,96,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/7.jpg,7.jpg,batik-betawi,97,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/8.jpg,8.jpg,batik-betawi,98,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-betawi/9.jpg,9.jpg,batik-betawi,99,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/1.jpg,1.jpg,batik-celup,100,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/10.jpg,10.jpg,batik-celup,101,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/11.jpg,11.jpg,batik-celup,102,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/12.jpg,12.jpg,batik-celup,103,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/13.jpg,13.jpg,batik-celup,104,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/14.jpg,14.jpg,batik-celup,105,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/15.jpg,15.jpg,batik-celup,106,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/16.jpg,16.jpg,batik-celup,107,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/17.jpg,17.jpg,batik-celup,108,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/18.jpg,18.jpg,batik-celup,109,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/19.jpg,19.jpg,batik-celup,110,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/2.jpg,2.jpg,batik-celup,111,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/20.jpg,20.jpg,batik-celup,112,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/21.jpg,21.jpg,batik-celup,114,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/22.jpg,22.jpg,batik-celup,114,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/23.jpg,23.jpg,batik-celup,114,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/24.jpg,24.jpg,batik-celup,116,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/25.jpg,25.jpg,batik-celup,117,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/26.jpg,26.jpg,batik-celup,118,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/27.jpg,27.jpg,batik-celup,119,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/28.jpg,28.jpg,batik-celup,120,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/29.jpg,29.jpg,batik-celup,114,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/3.jpg,3.jpg,batik-celup,122,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/30.jpg,30.jpg,batik-celup,123,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/31.jpg,31.jpg,batik-celup,124,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/32.jpg,32.jpg,batik-celup,125,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/33.jpg,33.jpg,batik-celup,126,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/34.jpg,34.jpg,batik-celup,127,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/35.jpg,35.jpg,batik-celup,128,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/36.jpg,36.jpg,batik-celup,129,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/37.jpg,37.jpg,batik-celup,130,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/38.jpg,38.jpg,batik-celup,131,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/39.jpg,39.jpg,batik-celup,132,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/4.jpg,4.jpg,batik-celup,133,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/40.jpg,40.jpg,batik-celup,134,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/41.jpg,41.jpg,batik-celup,135,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/42.jpg,42.jpg,batik-celup,136,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/43.jpg,43.jpg,batik-celup,137,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/44.jpg,44.jpg,batik-celup,138,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/45.jpg,45.jpg,batik-celup,139,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/46.jpg,46.jpg,batik-celup,140,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/47.jpg,47.jpg,batik-celup,141,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/48.jpg,48.jpg,batik-celup,142,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/49.jpg,49.jpg,batik-celup,143,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/5.jpg,5.jpg,batik-celup,144,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/50.jpg,50.jpg,batik-celup,145,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/6.jpg,6.jpg,batik-celup,146,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/7.jpg,7.jpg,batik-celup,147,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/8.jpg,8.jpg,batik-celup,148,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-celup/9.jpg,9.jpg,batik-celup,149,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/1.jpg,1.jpg,batik-cendrawasih,150,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/10.jpg,10.jpg,batik-cendrawasih,151,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/11.jpg,11.jpg,batik-cendrawasih,152,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/12.jpg,12.jpg,batik-cendrawasih,153,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/13.jpg,13.jpg,batik-cendrawasih,154,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/14.jpg,14.jpg,batik-cendrawasih,155,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/15.jpg,15.jpg,batik-cendrawasih,156,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/16.jpg,16.jpg,batik-cendrawasih,157,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/17.jpg,17.jpg,batik-cendrawasih,158,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/19.jpg,19.jpg,batik-cendrawasih,159,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/2.jpg,2.jpg,batik-cendrawasih,160,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/20.jpg,20.jpg,batik-cendrawasih,161,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/21.jpg,21.jpg,batik-cendrawasih,162,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/22.jpg,22.jpg,batik-cendrawasih,163,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/23.jpg,23.jpg,batik-cendrawasih,164,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/24.jpg,24.jpg,batik-cendrawasih,165,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/25.jpg,25.jpg,batik-cendrawasih,166,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/26.jpg,26.jpg,batik-cendrawasih,167,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/27.jpg,27.jpg,batik-cendrawasih,168,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/28.jpg,28.jpg,batik-cendrawasih,169,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/29.jpg,29.jpg,batik-cendrawasih,170,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/3.jpg,3.jpg,batik-cendrawasih,171,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/30.jpg,30.jpg,batik-cendrawasih,172,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/31.jpg,31.jpg,batik-cendrawasih,173,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/32.jpg,32.jpg,batik-cendrawasih,174,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/33.jpg,33.jpg,batik-cendrawasih,175,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/34.jpg,34.jpg,batik-cendrawasih,176,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/35.jpg,35.jpg,batik-cendrawasih,177,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/36.jpg,36.jpg,batik-cendrawasih,178,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/37.jpg,37.jpg,batik-cendrawasih,179,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/38.jpg,38.jpg,batik-cendrawasih,180,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/39.jpg,39.jpg,batik-cendrawasih,181,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/4.jpg,4.jpg,batik-cendrawasih,182,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/40.jpg,40.jpg,batik-cendrawasih,183,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/41.jpg,41.jpg,batik-cendrawasih,184,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/42.jpg,42.jpg,batik-cendrawasih,185,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/43.jpg,43.jpg,batik-cendrawasih,186,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/44.jpg,44.jpg,batik-cendrawasih,187,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/45.jpg,45.jpg,batik-cendrawasih,188,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/46.jpg,46.jpg,batik-cendrawasih,189,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/47.jpg,47.jpg,batik-cendrawasih,190,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/48.jpg,48.jpg,batik-cendrawasih,191,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/49.jpg,49.jpg,batik-cendrawasih,192,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/5.jpg,5.jpg,batik-cendrawasih,193,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/50.jpg,50.jpg,batik-cendrawasih,194,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/6.jpg,6.jpg,batik-cendrawasih,195,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/7.jpg,7.jpg,batik-cendrawasih,196,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/8.jpg,8.jpg,batik-cendrawasih,197,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-cendrawasih/9.jpg,9.jpg,batik-cendrawasih,198,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/10.jpg,10.jpg,batik-ceplok,199,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/11.jpg,11.jpg,batik-ceplok,200,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/12.jpg,12.jpg,batik-ceplok,201,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/13.jpg,13.jpg,batik-ceplok,7,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/14.jpg,14.jpg,batik-ceplok,203,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/15.jpg,15.jpg,batik-ceplok,204,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/17.jpg,17.jpg,batik-ceplok,205,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/18.jpg,18.jpg,batik-ceplok,206,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/19.jpg,19.jpg,batik-ceplok,207,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/2.jpg,2.jpg,batik-ceplok,208,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/20.jpg,20.jpg,batik-ceplok,209,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/21.jpg,21.jpg,batik-ceplok,210,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/22.jpg,22.jpg,batik-ceplok,211,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/23.jpg,23.jpg,batik-ceplok,212,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/24.jpg,24.jpg,batik-ceplok,213,0,train
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/25.jpg,25.jpg,batik-ceplok,214,0,test
/kaggle/input/datasets/dionisiusdh/indonesian-batik-motifs/batik-ceplok/26.jpg,26.jpg,batik-ceplok,215,0,train
