path,fname,label,dup_group,seed,split
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4.jpg,1 Sekar Kemuning 4.jpg,1 Sekar Kemuning,12,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4_rotate_180.jpg,1 Sekar Kemuning 4_rotate_180.jpg,1 Sekar Kemuning,12,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4_rotate_270.jpg,1 Sekar Kemuning 4_rotate_270.jpg,1 Sekar Kemuning,14,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/1 Sekar Kemuning 4_rotate_90.jpg,1 Sekar Kemuning 4_rotate_90.jpg,1 Sekar Kemuning,14,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1.jpg,10 Sekar Ketongkeng 1.jpg,10 Sekar Ketongkeng,16,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1_rotate_180.jpg,10 Sekar Ketongkeng 1_rotate_180.jpg,10 Sekar Ketongkeng,16,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1_rotate_270.jpg,10 Sekar Ketongkeng 1_rotate_270.jpg,10 Sekar Ketongkeng,16,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 1_rotate_90.jpg,10 Sekar Ketongkeng 1_rotate_90.jpg,10 Sekar Ketongkeng,16,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2.jpg,10 Sekar Ketongkeng 2.jpg,10 Sekar Ketongkeng,20,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2_rotate_180.jpg,10 Sekar Ketongkeng 2_rotate_180.jpg,10 Sekar Ketongkeng,20,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2_rotate_270.jpg,10 Sekar Ketongkeng 2_rotate_270.jpg,10 Sekar Ketongkeng,22,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 2_rotate_90.jpg,10 Sekar Ketongkeng 2_rotate_90.jpg,10 Sekar Ketongkeng,22,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3.jpg,10 Sekar Ketongkeng 3.jpg,10 Sekar Ketongkeng,24,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3_rotate_180.jpg,10 Sekar Ketongkeng 3_rotate_180.jpg,10 Sekar Ketongkeng,24,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3_rotate_270.jpg,10 Sekar Ketongkeng 3_rotate_270.jpg,10 Sekar Ketongkeng,24,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 3_rotate_90.jpg,10 Sekar Ketongkeng 3_rotate_90.jpg,10 Sekar Ketongkeng,24,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4.jpg,10 Sekar Ketongkeng 4.jpg,10 Sekar Ketongkeng,28,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4_rotate_180.jpg,10 Sekar Ketongkeng 4_rotate_180.jpg,10 Sekar Ketongkeng,28,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4_rotate_270.jpg,10 Sekar Ketongkeng 4_rotate_270.jpg,10 Sekar Ketongkeng,30,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/10 Sekar Ketongkeng 4_rotate_90.jpg,10 Sekar Ketongkeng 4_rotate_90.jpg,10 Sekar Ketongkeng,30,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1.jpg,11 Brendhi 1.jpg,11 Brendhi,32,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1_rotate_180.jpg,11 Brendhi 1_rotate_180.jpg,11 Brendhi,32,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1_rotate_270.jpg,11 Brendhi 1_rotate_270.jpg,11 Brendhi,32,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 1_rotate_90.jpg,11 Brendhi 1_rotate_90.jpg,11 Brendhi,32,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2.jpg,11 Brendhi 2.jpg,11 Brendhi,36,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2_rotate_180.jpg,11 Brendhi 2_rotate_180.jpg,11 Brendhi,36,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2_rotate_270.jpg,11 Brendhi 2_rotate_270.jpg,11 Brendhi,38,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 2_rotate_90.jpg,11 Brendhi 2_rotate_90.jpg,11 Brendhi,38,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3.jpg,11 Brendhi 3.jpg,11 Brendhi,40,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3_rotate_180.jpg,11 Brendhi 3_rotate_180.jpg,11 Brendhi,40,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3_rotate_270.jpg,11 Brendhi 3_rotate_270.jpg,11 Brendhi,42,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 3_rotate_90.jpg,11 Brendhi 3_rotate_90.jpg,11 Brendhi,42,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4.jpg,11 Brendhi 4.jpg,11 Brendhi,44,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4_rotate_180.jpg,11 Brendhi 4_rotate_180.jpg,11 Brendhi,44,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4_rotate_270.jpg,11 Brendhi 4_rotate_270.jpg,11 Brendhi,46,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/11 Brendhi 4_rotate_90.jpg,11 Brendhi 4_rotate_90.jpg,11 Brendhi,46,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1.jpg,12 Cakar Ayam 1.jpg,12 Cakar Ayam,48,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1_rotate_180.jpg,12 Cakar Ayam 1_rotate_180.jpg,12 Cakar Ayam,48,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1_rotate_270.jpg,12 Cakar Ayam 1_rotate_270.jpg,12 Cakar Ayam,48,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 1_rotate_90.jpg,12 Cakar Ayam 1_rotate_90.jpg,12 Cakar Ayam,48,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2.jpg,12 Cakar Ayam 2.jpg,12 Cakar Ayam,52,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2_rotate_180.jpg,12 Cakar Ayam 2_rotate_180.jpg,12 Cakar Ayam,52,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2_rotate_270.jpg,12 Cakar Ayam 2_rotate_270.jpg,12 Cakar Ayam,54,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 2_rotate_90.jpg,12 Cakar Ayam 2_rotate_90.jpg,12 Cakar Ayam,54,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3.jpg,12 Cakar Ayam 3.jpg,12 Cakar Ayam,56,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3_rotate_180.jpg,12 Cakar Ayam 3_rotate_180.jpg,12 Cakar Ayam,56,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3_rotate_270.jpg,12 Cakar Ayam 3_rotate_270.jpg,12 Cakar Ayam,58,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 3_rotate_90.jpg,12 Cakar Ayam 3_rotate_90.jpg,12 Cakar Ayam,58,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4.jpg,12 Cakar Ayam 4.jpg,12 Cakar Ayam,60,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4_rotate_180.jpg,12 Cakar Ayam 4_rotate_180.jpg,12 Cakar Ayam,60,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4_rotate_270.jpg,12 Cakar Ayam 4_rotate_270.jpg,12 Cakar Ayam,62,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/12 Cakar Ayam 4_rotate_90.jpg,12 Cakar Ayam 4_rotate_90.jpg,12 Cakar Ayam,62,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1.jpg,13 Sekar Menur 1.jpg,13 Sekar Menur,64,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1_rotate_180.jpg,13 Sekar Menur 1_rotate_180.jpg,13 Sekar Menur,64,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1_rotate_270.jpg,13 Sekar Menur 1_rotate_270.jpg,13 Sekar Menur,66,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 1_rotate_90.jpg,13 Sekar Menur 1_rotate_90.jpg,13 Sekar Menur,66,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2.jpg,13 Sekar Menur 2.jpg,13 Sekar Menur,68,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2_rotate_180.jpg,13 Sekar Menur 2_rotate_180.jpg,13 Sekar Menur,68,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2_rotate_270.jpg,13 Sekar Menur 2_rotate_270.jpg,13 Sekar Menur,70,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 2_rotate_90.jpg,13 Sekar Menur 2_rotate_90.jpg,13 Sekar Menur,70,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3.jpg,13 Sekar Menur 3.jpg,13 Sekar Menur,72,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3_rotate_180.jpg,13 Sekar Menur 3_rotate_180.jpg,13 Sekar Menur,72,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3_rotate_270.jpg,13 Sekar Menur 3_rotate_270.jpg,13 Sekar Menur,74,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 3_rotate_90.jpg,13 Sekar Menur 3_rotate_90.jpg,13 Sekar Menur,74,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4.jpg,13 Sekar Menur 4.jpg,13 Sekar Menur,76,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4_rotate_180.jpg,13 Sekar Menur 4_rotate_180.jpg,13 Sekar Menur,76,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4_rotate_270.jpg,13 Sekar Menur 4_rotate_270.jpg,13 Sekar Menur,78,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/13 Sekar Menur 4_rotate_90.jpg,13 Sekar Menur 4_rotate_90.jpg,13 Sekar Menur,78,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1.jpg,14 Sekar Tebu 1.jpg,14 Sekar Tebu,80,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1_rotate_180.jpg,14 Sekar Tebu 1_rotate_180.jpg,14 Sekar Tebu,80,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1_rotate_270.jpg,14 Sekar Tebu 1_rotate_270.jpg,14 Sekar Tebu,82,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 1_rotate_90.jpg,14 Sekar Tebu 1_rotate_90.jpg,14 Sekar Tebu,82,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 2.jpg,14 Sekar Tebu 2.jpg,14 Sekar Tebu,84,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 2_rotate_180.jpg,14 Sekar Tebu 2_rotate_180.jpg,14 Sekar Tebu,84,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 2_rotate_270.jpg,14 Sekar Tebu 2_rotate_270.jpg,14 Sekar Tebu,86,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 2_rotate_90.jpg,14 Sekar Tebu 2_rotate_90.jpg,14 Sekar Tebu,86,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 3.jpg,14 Sekar Tebu 3.jpg,14 Sekar Tebu,88,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 3_rotate_180.jpg,14 Sekar Tebu 3_rotate_180.jpg,14 Sekar Tebu,88,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 3_rotate_270.jpg,14 Sekar Tebu 3_rotate_270.jpg,14 Sekar Tebu,90,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 3_rotate_90.jpg,14 Sekar Tebu 3_rotate_90.jpg,14 Sekar Tebu,90,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 4.jpg,14 Sekar Tebu 4.jpg,14 Sekar Tebu,92,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 4_rotate_180.jpg,14 Sekar Tebu 4_rotate_180.jpg,14 Sekar Tebu,92,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 4_rotate_270.jpg,14 Sekar Tebu 4_rotate_270.jpg,14 Sekar Tebu,94,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/14 Sekar Tebu 4_rotate_90.jpg,14 Sekar Tebu 4_rotate_90.jpg,14 Sekar Tebu,94,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 1.jpg,15 Sekar Manggis 1.jpg,15 Sekar Manggis,96,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 1_rotate_180.jpg,15 Sekar Manggis 1_rotate_180.jpg,15 Sekar Manggis,96,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 1_rotate_270.jpg,15 Sekar Manggis 1_rotate_270.jpg,15 Sekar Manggis,98,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 1_rotate_90.jpg,15 Sekar Manggis 1_rotate_90.jpg,15 Sekar Manggis,98,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 2.jpg,15 Sekar Manggis 2.jpg,15 Sekar Manggis,100,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 2_rotate_180.jpg,15 Sekar Manggis 2_rotate_180.jpg,15 Sekar Manggis,100,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 2_rotate_270.jpg,15 Sekar Manggis 2_rotate_270.jpg,15 Sekar Manggis,102,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 2_rotate_90.jpg,15 Sekar Manggis 2_rotate_90.jpg,15 Sekar Manggis,102,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 3.jpg,15 Sekar Manggis 3.jpg,15 Sekar Manggis,104,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 3_rotate_180.jpg,15 Sekar Manggis 3_rotate_180.jpg,15 Sekar Manggis,104,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 3_rotate_270.jpg,15 Sekar Manggis 3_rotate_270.jpg,15 Sekar Manggis,104,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 3_rotate_90.jpg,15 Sekar Manggis 3_rotate_90.jpg,15 Sekar Manggis,104,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 4.jpg,15 Sekar Manggis 4.jpg,15 Sekar Manggis,108,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 4_rotate_180.jpg,15 Sekar Manggis 4_rotate_180.jpg,15 Sekar Manggis,108,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 4_rotate_270.jpg,15 Sekar Manggis 4_rotate_270.jpg,15 Sekar Manggis,110,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/15 Sekar Manggis 4_rotate_90.jpg,15 Sekar Manggis 4_rotate_90.jpg,15 Sekar Manggis,110,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/16 Sekar Randhu 1.jpg,16 Sekar Randhu 1.jpg,16 Sekar Randhu,114,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/16 Sekar Randhu 1_rotate_180.jpg,16 Sekar Randhu 1_rotate_180.jpg,16 Sekar Randhu,114,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/16 Sekar Randhu 1_rotate_270.jpg,16 Sekar Randhu 1_rotate_270.jpg,16 Sekar Randhu,114,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/16 Sekar Randhu 1_rotate_90.jpg,16 Sekar Randhu 1_rotate_90.jpg,16 Sekar Randhu,114,0,train
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/16 Sekar Randhu 2.jpg,16 Sekar Randhu 2.jpg,16 Sekar Randhu,116,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/16 Sekar Randhu 2_rotate_180.jpg,16 Sekar Randhu 2_rotate_180.jpg,16 Sekar Randhu,116,0,test
/kaggle/input/datasets/hertiyani/batik-nitik-960-official-mendeley/Batik Nitik 960/Batik Nitik 960 Images/16 Sekar Randhu 2_rotate_270.jpg,16 Sekar Randhu 2_rotate_270.jpg,16 Sekar Randhu,118,0,test
